Work ID,Title,Author,Series,First Publisher,Last Updated By,Thumbnail Picture,Ratings
45974,50 Years of the Japanese Communist Party,"Asahioka Mitsushi
[Illustrator]

Uchida Eiichi
[Original Story]",Weekly Playboy serialization ended [1973],Tofana Water (2016-08-07 08:54:33),Tofana Water (2016-08-07 08:56:07),,1
5071,Flower Cheer Squad,Dokuman Pro,"Weekly Manga Action [1967-2003] End of serialization
[July 1975]
Notes: From August 14, 1975 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-09-10 13:29:42),,5
35561,Alas! The Flower Golf Club: Osaka Institute of Technology Golf Club,Uonome Santa,"GOLF Comic Series Ended
[April 2015 - December 2017]
Notes May 2015 issue - February 2018 issue (released December 28, 2017)",Morizaru (2015-08-02 23:03:21),Morizaru (2015-08-02 23:03:21),,5
42454,Alas! The Flowering Golf Club: Osaka Institute of Technology Golf Club Edition [One-shot version],One-shot version,Uonome Santa,,Morizaru (2016-02-10 23:39:46),,2
3352,"Ah, the Harima Sea","Kei Sadayasu
Masterpiece","Transferred to Morning OPEN special edition
[1988]
Notes A (No. 1/Comic Morning special edition, September 20, 1988), B (Comic Morning special edition, October 25, 1988)
Serialization in Morning ended
[1990]
Notes 1990 issue 20~",Mangaseek Editorial Department (2004-01-23 02:23:32),Morizaru (2023-04-14 22:52:30),,1
26685,Ah Harima Nada Gaiden ISAO,Sadayasu Kei,"Evening End of serialization
[August 2001 - 2005]
Notes September 2001 issue (first issue/September 1st issue/released August 20th) - July 2005 issue",Mangaseek Editorial Department (2004-01-23 02:19:29),Morizaru (2015-12-19 21:37:33),,4
81867,"Ah, boss!",Kenji Yamamoto,,Fushimi-an (2021-08-13 22:37:14),Fushimi-an (2021-08-13 22:37:14),,3
26043,Ah! Bishamon High School,Akira Miyashita,"Weekly Shonen Jump End of serialization
[1981-1983]
Notes: Issue 13, 1981 (one-shot), Issue 18, 1982 (Judo Club issue, 19th March 1982), Issue 4, 1983 - Issue 25, 1983 (Baseball Club edition)",Mangaseek Editorial Department (2004-01-06 23:33:59),Kono (2015-07-20 10:11:48),,5
18306,"Oh, Arctic Dogs",Hirokazu Iimori,"Monthly Shonen Jump One-shot
[September 1976]
Notes October 1976 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2024-01-01 13:37:43),,2
58909,Ah! Bullfighter,Kenichiro Mizushima,"Weekly Manga Times

Notes August 30, 1969 issue",Morizaru (2018-02-19 01:38:49),Morizaru (2018-02-19 01:38:49),,2
51334,"Oh, Cruelty [Garo version]",Garo version,Shigeru Mizuki,,Morizaru (2017-04-16 11:21:19),,2
57506,"Ah, merciless",Akiryuzan,"COM Comics One-shot
[1972]
Notes March 1972 issue",Morizaru (2017-12-26 23:52:07),Morizaru (2017-12-26 23:52:07),,1
22591,"Ah, the Tigers",Untaro Oshikawa,Weekly Manga Action [1967-2003],Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:05:50),,3
61608,Ah! The Amusement Park,Dirty Matsumoto,,Morizaru (2018-07-08 16:34:26),daisuke (2022-09-06 13:33:14),,3
265,Cry! The Yutenji family,Azuki Yutaka,"Transferred to Afternoon
[May 1992 - May 1993]
Notes July 1992 issue - July 1993 issue

Transferred to Morning Party Special Issue
[Up to 1992]
Notes Up to Issue 51 (March 3, 1992 issue)",Mangaseek Editorial Department (2003-10-08 02:42:07),Masuke (2015-10-23 15:20:50),,3
39736,"Ah, the preparatory school","Sekiya Hisashi
[Illustrator]

Suzaki Katsuya
[Original work]",Weekly Shonen King serialization ended,Morizaru (2015-11-16 23:00:59),Morizaru (2015-11-16 23:00:59),,3
22928,Ah the Kremlin,Shuichi Sakabe,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:11),,3
22992,Love from the valley where the rainbow begins,Mako Takami,,Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2016-09-13 09:15:41),,4
51456,New Interpretation of Bushido Tales: Love,Kaji Life,"Garo One-shot
[1965]
Notes December 1965 issue",Morizaru (2017-04-22 22:26:35),Morizaru (2017-04-22 22:26:35),,1
70302,Eye,Satoshi Shiki,,Morizaru (2020-03-22 11:43:46),Morizaru (2020-03-22 11:43:46),,4
63041,love.,Masumi Sendo,Weekly Young Jump serialization ended,Morizaru (2018-10-03 21:17:19),Morizaru (2018-10-03 21:17:19),,1
94346,AI,Okabe Azusa,"Comic Days One-shot
[March 2023]
Notes: Released March 31, 2023
Moai One-shot",Morizaru (2023-07-04 22:19:53),Morizaru (2023-07-04 22:19:53),,5
37325,IR ~Incident Report~,"Kenichi Kirigi
[Illustrator]

Chiki Sunami
[Original Story]
Based on the novel ""Incident Report"" that Sunami serialized online.","Business Jump Special Issue BJ Spirit One-shot
[March 2007]
Notes Issue 34 (May 1, 2007 issue)",Gonpashin (2015-09-05 19:22:03),Gonpashin (2015-09-05 19:22:03),,5
17986,I love it,English Times,"Big Comics Spirits Special Edition IKKI One-shot
[November 2000]
Notes Issue 1 (December 30, 2000 issue/released November 30)",Mangaseek Editorial Department (2004-01-25 15:34:51),Kono (2015-07-20 10:13:23),,1
75822,Girls who want to share an umbrella,General Akatsuka,"Dengeki Twitter Magazine One-shot
[2019]",Fushimi-an (2020-12-31 14:20:10),Fushimi-an (2020-12-31 14:20:10),,5
79652,I am ice cream!,Full starboard rudder,"Manga Time Kirara Carat One-shot
[November 2016 - April 2017]
Notes: January 2017 issue (released November 28, 2016), June issue (released April 28)",Hyakumi (2021-04-30 19:17:45),Hyakumi (2021-04-30 19:17:45),,4
1859,I am AGIRL,Hiroko Kazama,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:08:43),,4
46338,I Am a Soldier,Masahiro Nikaido,Action Hero,Morizaru (2016-08-22 15:49:34),Morizaru (2016-08-22 15:49:34),,3
33145,I Am a Hero,"Kengo Hanazawa

Masterpiece

Hajime Kikuchi

[edit]

Sayuri Kaneshiro

[edit]","Big Comics Spirits End of serialization
[April 2009 - February 2017]
Notes Issues 22 and 23 of 2009 - Issue 13 of 2017",Kosuke (2015-05-28 14:04:17),daisuke (2023-01-05 10:25:46),,2
79710,I am a hero in IBARAKI,"Fujisawa Kazuya
(Kurusu Satoshi)
[Manga]

Hanazawa Kengo
[Concept and Supervision]","Yawaraka Spirits serialization ended
[March 2016 - August 2016]
Notes: Published from March 24, 2016 to August 25, 2016",Morizaru (2021-05-02 12:05:00),Morizaru (2021-05-02 12:05:00),,4
79709,I Am a Hero in OSAKA,"Honda Yuki
[Manga]

Hanazawa Kengo
[Original work]","Yawaraka Spirits serialization ended
[June 2015 - December 2015]
Notes: Published from June 26, 2015 to December 23, 2015",Morizaru (2021-05-02 11:52:10),Morizaru (2021-05-02 11:52:10),,3
48227,I am a Hero in NAGASAKI,"Nishida Kensuke
[Manga]

Hanazawa Kengo
[Original concept and supervision]","Yawaraka Spirits serialization ended
[March 2016 - October 2016]
Notes 2016/03/28 - 2016/10/20",Kono (2016-12-05 16:42:01),Kono (2016-12-05 16:42:01),,3
43883,The story behind the birth of I Am a Hero,"Yoshimoto Koji
[Illustrator]

Hanazawa Kengo
[Supervisor]","Big Comics Spirits One-shot
[April 2016]",Kono (2016-04-06 09:13:00),Kono (2016-04-06 09:13:00),,5
89345,I am a boy!,Mako Segawa,"Magazine data unknown/unregistered One-shot
[May 1994]
Notes: ""Mamanga"" (published by Scola) Vol.1",daisuke (2023-01-15 18:51:23),daisuke (2023-01-15 18:51:23),,5
8725,I am healthy!,Mika Kurata,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:49),,1
49598,I AM SHERLOCK,"Takada Kotaro
[Manga]

Conan Doyle
[Original Story]

Io Naomichi
[Screenplay]","Gessan (Monthly Shonen Sunday) Serialization ended
[February 2017]
Notes: From March 2017 issue",Tofana Water (2017-02-10 21:51:03),daisuke (2023-10-25 13:15:22),,2
43326,I Am Not a Hero,"Nogizaka Taro
[Illustrator]

Hanazawa Kengo
[Supervisor]","Big Comics Spirits One-shot
[March 2016]
Notes: Published in issue 15 of 2016 (on sale March 7)",Kono (2016-03-14 10:12:33),Morizaru (2021-05-02 12:30:12),,3
50444,I Am Hero,Masaki Akira,"15 moving climaxes One-shot stories
[February 2014]
Notes: April 2014 issue (released February 19th)",Morizaru (2017-03-22 20:44:37),Morizaru (2017-03-22 20:44:37),,2
90267,I Am Brocco Lee,Takero Kori,"Young Gangan One-shot
[August 2018]
Notes 2018 No. 17 (September 7, 2018 issue/released August 18, 2018)",Morizaru (2023-01-30 22:05:48),Morizaru (2023-01-30 22:05:48),,3
3056,I am McCoy,Makoto Kobayashi,"Magazine SPECIAL [1983-] Serialization ended
[August 1983 - 1985]
Notes No.1 (September 5, 1983 issue) - No.6 1985",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2016-11-15 18:33:29),,1
61800,I am U,Yoji Fukuyama,"Shonen Big Comic One-shot
[March 1983]
Notes Issue 7, 1983",Morizaru (2018-07-15 19:00:14),daisuke (2022-12-02 09:49:04),,2
46313,I am Lip,Abe Kouji,Action Hero Series Ended,Morizaru (2016-08-22 12:07:00),Morizaru (2016-08-22 12:07:00),,5
68534,A Loving Family,Naomi Shimada,,Morizaru (2019-08-23 23:20:28),daisuke (2022-08-18 14:22:58),,5
20985,A life of love.,Yoshinaga Fumi,"Doujinshi
[August 2000]
Notes: Published by the Osawa Housekeepers Association/""A Life of Love.""",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:08),,5
58078,Iron,Eiji Koike,"Weekly Shonen Champion End of serialization
[March 1982 - June 1982]
Notes Issue 14 (March 19th issue) - Issue 30 (July 9th issue) 1982",Morizaru (2018-01-20 22:00:10),Morizaru (2018-01-20 22:00:10),,2
76319,Iron Acguy,Yudai Sono,"Gundam Ace serialization ended
[2013-2014]",daisuke (2021-01-11 17:03:13),daisuke (2021-01-11 17:03:13),,1
41069,IRON CURTAIN,Tomohiro Yagi,"Shonen Jump NEXT! [2010-2013] One-shot
[2012]
Notes 2012 WINTER",Kono (2015-12-29 13:27:08),daisuke (2022-08-03 14:06:32),,1
34137,Iron King,"Masato Kondo
[Illustrator]

Mamoru Sasaki
[Original Story]","Serialization of ""Shogaku Go-nensei"" ended

Notes: Serialized in ""Shogaku Go-nensei"" from December 1972 to April 1973",Guest (2015-07-07 00:37:44),Kono (2015-07-07 00:37:44),,1
27269,Iron King,"Yoshimitsu Shintaku
[Illustrator]

Mamoru Sasaki
[Original Story]",Kindergarten serialization ended,Mangaseek Editorial Department (2003-07-26 15:22:55),Kono (2015-07-20 10:16:28),,4
34249,Iron King,"Akira Saito
[Illustrator]

Mamoru Sasaki
[Original Story]","Shogaku Ichinensei (First Year of Elementary School) serialization ended
[1972-1973]
Notes: Serialized in ""Shogaku Ichinensei"" from November 1972 to May 1973",Guest (2015-07-10 02:37:52),Kono (2015-07-10 02:37:52),,1
34250,Iron King,"Imamichi Eiji
[Illustrator]

Sasaki Mamoru
[Original Story]","Serialization of ""Shogaku Go-nensei"" ended
[1972-1973]
Notes: Serialized in ""Shogaku Go-nensei"" from December 1972 to April 1973",Guest (2015-07-10 02:45:46),Kono (2015-07-10 02:45:46),,3
26612,Iron King,"Kataoka Tetsuji
(Kataoka Tetsuji)
[Illustration]

Sasaki Mamoru
[Original work]","Second Grader: End of serialization
[April 1973 - March 1974]",Mangaseek Editorial Department (2003-05-31 02:42:31),Kono (2015-07-10 07:24:18),,1
33998,Iron King,"Shinichi Tokizato
[Illustration]

Mamoru Sasaki
[Screenplay]","Serialization of ""Shogaku Sannensei"" ended
[November 1972 - March 1973]
Notes: Serialized in ""Shogaku Sannensei"" from December 1972 to April 1973",Guest (2015-07-04 14:48:31),Kono (2015-07-04 14:48:31),,5
24155,Iron King Returns,Moo.Nenpei,"Newly drawn
[April 1998]
Notes: ""Manga Champion Festival Bucchigiri Hero Road Returns"" ISBN4-89691-305-1",Mangaseek Editorial Department (2003-01-18 20:00:00),Kono (2015-07-20 10:11:32),,1
95362,Iron-kun,Akira Shibata,Birdie Comics serialization ended,Morizaru (2023-08-09 23:45:15),Morizaru (2023-08-09 23:45:15),,2
54214,Iron Ghost Girl,Mikamoto Rei,"Comic Beam ongoing
[July 2017]
Notes: August 2017 issue onwards",Tofana Water (2017-07-12 21:20:54),Tofana Water (2017-07-12 21:20:54),,5
58977,Iron Jokers,"Ariga Hitoshi
(Arigahitoshi)
[Manga]
Hosono Yuji
[Screenplay]","Weekly Shonen Champion End of serialization
[April 2004 - August 2004]
Notes Issue 20 (April 29th issue) - Issue 38 (September 2nd issue) 2004",Morizaru (2018-02-21 14:43:30),Morizaru (2018-02-21 14:43:30),,1
91230,Iron Snow,Yoko Hashino,"good! Afternoon Serialization ended
[September 2018 - April 2020]
Notes Issue 10, 2018 (released September 7th) - Issue 5, 2020 (released April 7th)
Comic DAYS Serialization ended
[February 2019 - May 2020]
Notes Published February 7th, 2019 - May 7th, 2020",Morizaru (2023-03-07 21:15:50),Morizaru (2023-03-07 21:15:50),,4
91012,Iron Duck,"Jun Hayase

Masao Yajima",Manga Action Pizazz,Morizaru (2023-03-04 15:39:31),Morizaru (2023-03-04 15:39:31),,3
8543,Love & kindness,You♠Moa,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:48),,5
41073,Iron Knight [One-shot version],One-shot version,Tomohiro Yagi,,Kono (2015-12-29 13:31:41),,5
41074,Iron Knight,"Tomohiro Yagi
Masterpiece","Weekly Shonen Jump End of serialization
[December 2013 - 2014]
Notes Issue 1 - 18, 2014",Kono (2015-12-29 13:32:51),Kono (2015-12-29 13:32:51),,5
5184,Iron Maiden JUN,Go Nagai,"Big Comics Spirits End of serialization
[1983-1983]
Notes May 15, 1983 issue - November 15, 1983 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2023-04-11 16:49:25),,5
45655,Iron Buddy,Sato Masatoshi,"Morning serialization ended
[July 2016]
Notes: From issue 35 of 2016 (released July 28)",Kono (2016-07-21 22:14:21),Morizaru (2023-03-10 19:31:50),,1
78537,Iron Hip,Tamura Makoto,Monthly Gaguda serialization ended,daisuke (2021-03-22 20:00:23),daisuke (2021-03-22 20:00:23),,4
69391,Iron Feather,Aiko Koyama,"Shogaku Sannensei (San-nensei) serialization ended
[March 2005 - February 2006]
Notes April 2005 issue - March 2006 issue",Morizaru (2020-01-01 21:45:14),Morizaru (2020-01-01 21:45:14),,3
48322,Iron Horse,Ryoichi Ikegami,"Big Comics Spirits One-shot
[November 1980]
Notes: December 1980 issue (2nd issue)",Morizaru (2016-12-09 21:15:40),Morizaru (2016-12-09 21:22:56),,2
7247,Iron Horse,Mikiya Mochizuki,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-08-13 21:58:11),,3
27231,Iron Muscle,Go Nagai,,Mangaseek Editorial Department (2003-07-17 00:37:07),Kono (2015-07-20 10:11:59),,5
44746,Ironman,Koichiro Takahashi,"Manga Golf DVD Lesson Birdie Rush Transferred
[February 2016]
Notes: First issue (released February 18, 2016) to issue 2 transferred to Golf Enjoy Comic

Golf Enjoy Comic serialization ended

Notes: Golf Enjoy Comic (published by Shufu no Tomosha), Vol. 1 to Vol. 11",Morizaru (2016-05-23 22:02:24),daisuke (2023-06-04 19:23:41),,3
21518,Ironman,Miyagi Shinji,"Weekly Young Jump serialization ended
[April 2002]
Notes: 2002 issue 20, combined issue 21/22, issue 23",Mangaseek Editorial Department (2003-03-26 18:28:58),Kono (2015-07-20 10:06:56),,5
20316,Iron Maiden,Nariko Enomoto,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:25),,1
100050,IRON MAIDEN,SAS,"Comic Unreal One-shot

Notes Vol.26",Fushimi-an (2024-02-13 18:42:47),Fushimi-an (2024-02-13 18:42:47),,5
58785,Iron Maid Alice,Matsumoto Hide,"Weekly Shonen Champion End of serialization
[July 2000 - August 2000]
Notes Issue 35 (August 3rd issue) - Issue 40 (September 7th issue) 2000",Morizaru (2018-02-13 07:14:25),Morizaru (2018-02-13 07:14:25),,3
17181,Iron Lady,Kumiko Saiki,,Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2015-10-31 18:35:23),,1
38598,The Blue Corridor Murder Case,"Ryo Atsumu
[Illustrator]

Uchida Yasuo
[Original Story]",Newly drawn Newly drawn,Morizaru (2015-10-05 23:09:26),Morizaru (2015-10-05 23:09:26),,5
7896,Blue Myth,Waki Yamato,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2015-12-23 19:58:17),,4
2893,Indigo Celluloid,Yuko Kono,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:08:56),,3
4195,Indigo Legend,Yoshiko Takashina,"Let's Bonita One-shot
[~1986]
Notes No.7 (1986)",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2016-10-11 15:22:19),,4
50822,Through the indigo rain,Hiroko Tsujimura,"Shojo Friend one-shot
[1979]",Morizaru (2017-03-31 19:23:35),Morizaru (2017-03-31 19:23:35),,3
8678,Blue Tears,Yukari Kawachi,"Shojo Friend One-shot
[1988]
Notes Issue 18, 1988",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-07-11 20:47:00),,2
13806,Love Melody,Kaori Yuki,,Mangaseek Editorial Department (2002-11-16 15:31:03),daisuke (2023-11-08 21:03:49),,2
93106,Ivanhoe,Ryuichi Yokoyama,,Morizaru (2023-05-08 08:44:36),Morizaru (2023-05-08 08:44:36),,2
48180,I Wish,Wakana Watanabe,"Ribbon Original

Notes Spring 1992 issue",Morizaru (2016-12-01 22:58:44),daisuke (2022-09-04 13:43:54),,1
63438,I wish…,Ayumi Yui,,Masuke (2018-10-21 14:10:56),Masuke (2018-10-21 14:10:56),,2
90564,I will…,Sanada Suzu,"COMIC Popuri Club One-shot
[2008]
Notes September 2008 issue",Fushimi-an (2023-02-10 23:40:52),Fushimi-an (2023-02-10 23:40:52),,4
97225,I WILL ROCK YOU,Sakai Ko,"Shonen Jump+ One-shot
[January 2018]
Notes Released on January 1, 2018",Morizaru (2023-12-03 10:19:18),Morizaru (2023-12-03 10:19:18),,1
2571,Aiueo Urimbo,Ritsuko Kukita,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:08:53),,2
79319,I. Hungry Man [Matsuhisa Takato version],Takahito Matsuhisa version,"Takahito Matsuhisa (Yu Matsuhisa)
[Illustration]

Kazuo Koike
[Story]",,daisuke (2021-04-19 10:29:26),,4
22575,I. Hungry Man,"Ryoichi Ikegami
[Illustrator]

Kazuo Koike
[Original Story]",Gekiga Gendai serialization ended,Mangaseek Editorial Department (2003-01-27 18:59:50),Morizaru (2016-03-12 17:22:24),,2
84842,Kill,Square Ikolson,"Paradise Web Special Edition, One-shot
[July 2013]",Fushimi-an (2022-02-18 22:57:39),Fushimi-an (2022-02-18 22:57:39),,1
47779,Aiura,Tea hemp,,Guest (2016-10-25 07:43:02),Guest (2016-10-25 07:43:02),,5
78986,Mr. Aiura is attendance number 1.,Back,"Manga Time Kirara Carat One-shot
[March 2018]
Notes May 2018 issue (on sale March 28)",Hyakumi (2021-04-10 16:41:56),Hyakumi (2021-04-10 16:41:56),,2
43395,IS ~Neither Male nor Female~,"Chiyo Rokka
Masterpiece",,Masuke (2016-03-16 21:32:36),Masuke (2016-03-16 21:32:36),,4
76846,Yesss!,"Ima Takuto

Yumizuru Izuru
[Original work]

okiura
[Character design]","Monthly Comic Alive serialization ended
[December 2010 - August 2012]
Notes February 2011 issue - October 2012 issue",daisuke (2021-01-25 12:41:59),daisuke (2021-01-25 12:41:59),,5
97688,ING! Love Ball,Miyabi Hajime (Kazuki Takahashi),"Weekly Shonen Sunday One-shot
[July 1981]
Notes: Issue 31, 1981 (July 15th issue)",Morizaru (2023-12-15 19:43:19),Morizaru (2023-12-15 19:46:53),,5
26812,IN23H,Nakazaki Winter,"Monthly Shonen Magazine serialization ended
[November 1996 - January 1997]
Notes December 1996 issue - February 1997 issue",Mangaseek Editorial Department (2003-06-21 08:18:24),daisuke (2023-01-31 12:05:18),,2
4828,I.L,Osamu Tezuka,"Big Comic serialization ended
[August 1969 - March 1970]
Notes August 10, 1969 - March 25, 1970",Mangaseek Editorial Department (2003-04-04 02:15:22),Kono (2015-08-23 20:46:39),,5
18703,Smoker's Blues,Yukari Ichijo,"Bouquet One-shot

Notes January 1996 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:48),,5
77890,Smoke and smoke,Corrosion,Comic Anthurium One-shot [2018],Fushimi-an (2021-02-26 22:54:46),daisuke (2022-10-29 17:24:46),,1
43097,Love Me! The Princess of the Boys' School and the Prince of the Girls' School,Shinjou Mayu,ASUKA serialization ended,Morizaru (2016-03-03 22:59:29),daisuke (2022-12-14 15:33:55),,4
84507,Aion,MR+,"Manga Time Kirara MAX End of serialization
[February 2005 - June 2007]
Notes: April 2005 issue (released February 28th) - August 2007 issue (released June 19th). Since then, it has been on hiatus, but the serialization has effectively ended.",Hyakumi (2022-01-23 17:29:58),Hyakumi (2022-01-23 17:29:58),,1
71708,AIKa,Ayumi Koro,"Comic GUM serialization ended
[September 1996 - January 1998]
Notes Vol.1 - Vol.7",daisuke (2020-08-19 17:58:08),daisuke (2020-08-19 17:58:08),,2
